Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2017/10/04 0:15,38.43,,,,153.73,,,,,10/4/17 0:15,0.07
H202014127676     ,2017/10/04 0:30,38.53,,,,154.11,,,,,10/4/17 0:30,0.07
H202014127676     ,2017/10/04 0:45,38.5,,,,153.98,,,,,10/4/17 0:45,0.07
H202014127676     ,2017/10/04 1:00,38.11,,,,152.45,,,,,10/4/17 1:00,0.07
H202014127676     ,2017/10/04 1:15,38.02,,,,152.06,,,,,10/4/17 1:15,0.08
H202014127676     ,2017/10/04 1:30,38.21,,,,152.83,,,,,10/4/17 1:30,0.08
H202014127676     ,2017/10/04 1:45,38.14,,,,152.58,,,,,10/4/17 1:45,0.08
H202014127676     ,2017/10/04 2:00,38.02,,,,152.06,,,,,10/4/17 2:00,0.08
H202014127676     ,2017/10/04 2:15,38.4,,,,153.6,,,,,10/4/17 2:15,0.09
H202014127676     ,2017/10/04 2:30,38.14,,,,152.58,,,,,10/4/17 2:30,0.09
H202014127676     ,2017/10/04 2:45,38.18,,,,152.7,,,,,10/4/17 2:45,0.09
H202014127676     ,2017/10/04 3:00,37.95,,,,151.81,,,,,10/4/17 3:00,0.09
H202014127676     ,2017/10/04 3:15,37.6,,,,150.4,,,,,10/4/17 3:15,0.09
H202014127676     ,2017/10/04 3:30,38.24,,,,152.96,,,,,10/4/17 3:30,0.1
H202014127676     ,2017/10/04 3:45,38.37,,,,153.47,,,,,10/4/17 3:45,0.1
H202014127676     ,2017/10/04 4:00,38.08,,,,152.32,,,,,10/4/17 4:00,0.1
H202014127676     ,2017/10/04 4:15,38.05,,,,152.19,,,,,10/4/17 4:15,0.1
H202014127676     ,2017/10/04 4:30,38.14,,,,152.58,,,,,10/4/17 4:30,0.11
H202014127676     ,2017/10/04 4:45,38.08,,,,152.32,,,,,10/4/17 4:45,0.11
H202014127676     ,2017/10/04 5:00,37.92,,,,151.68,,,,,10/4/17 5:00,0.11
H202014127676     ,2017/10/04 5:15,40.77,,,,163.07,,,,,10/4/17 5:15,0.11
H202014127676     ,2017/10/04 5:30,45.22,,,,180.86,,,,,10/4/17 5:30,0.11
H202014127676     ,2017/10/04 5:45,39.62,,,,158.46,,,,,10/4/17 5:45,0.12
H202014127676     ,2017/10/04 6:00,39.42,,,,157.7,,,,,10/4/17 6:00,0.12
H202014127676     ,2017/10/04 6:15,39.65,,,,158.59,,,,,10/4/17 6:15,0.12
H202014127676     ,2017/10/04 6:30,40.1,,,,160.38,,,,,10/4/17 6:30,0.12
H202014127676     ,2017/10/04 6:45,40.35,,,,161.41,,,,,10/4/17 6:45,0.13
H202014127676     ,2017/10/04 7:00,40.54,,,,162.18,,,,,10/4/17 7:00,0.11
H202014127676     ,2017/10/04 7:15,39.84,,,,159.36,,,,,10/4/17 7:15,0.28
H202014127676     ,2017/10/04 7:30,39.62,,,,158.46,,,,,10/4/17 7:30,0.52
H202014127676     ,2017/10/04 7:45,43.01,,,,172.03,,,,,10/4/17 7:45,1.04
H202014127676     ,2017/10/04 8:00,40.26,,,,161.02,,,,,10/4/17 8:00,1.5
H202014127676     ,2017/10/04 8:15,40.06,,,,160.26,,,,,10/4/17 8:15,1.57
H202014127676     ,2017/10/04 8:30,39.52,,,,158.08,,,,,10/4/17 8:30,1.94
H202014127676     ,2017/10/04 8:45,38.72,,,,154.88,,,,,10/4/17 8:45,4.63
H202014127676     ,2017/10/04 9:00,39.94,,,,159.74,,,,,10/4/17 9:00,7.2
H202014127676     ,2017/10/04 9:15,40.22,,,,160.9,,,,,10/4/17 9:15,8.1
H202014127676     ,2017/10/04 9:30,40.06,,,,160.26,,,,,10/4/17 9:30,9.54
H202014127676     ,2017/10/04 9:45,39.71,,,,158.85,,,,,10/4/17 9:45,9.27
H202014127676     ,2017/10/04 10:00,39.17,,,,156.67,,,,,10/4/17 10:00,8.26
H202014127676     ,2017/10/04 10:15,38.59,,,,154.37,,,,,10/4/17 10:15,9.57
H202014127676     ,2017/10/04 10:30,39.58,,,,158.34,,,,,10/4/17 10:30,11.12
H202014127676     ,2017/10/04 10:45,42.5,,,,169.98,,,,,10/4/17 10:45,7.82
H202014127676     ,2017/10/04 11:00,40.1,,,,160.38,,,,,10/4/17 11:00,11.28
H202014127676     ,2017/10/04 11:15,40,,,,160,,,,,10/4/17 11:15,12.63
H202014127676     ,2017/10/04 11:30,40.06,,,,160.26,,,,,10/4/17 11:30,11.55
H202014127676     ,2017/10/04 11:45,41.25,,,,164.99,,,,,10/4/17 11:45,11.04
H202014127676     ,2017/10/04 12:00,40.32,,,,161.28,,,,,10/4/17 12:00,10.05
H202014127676     ,2017/10/04 12:15,40.51,,,,162.05,,,,,10/4/17 12:15,13.04
H202014127676     ,2017/10/04 12:30,40.29,,,,161.15,,,,,10/4/17 12:30,13.82
H202014127676     ,2017/10/04 12:45,39.2,,,,156.8,,,,,10/4/17 12:45,11.94
H202014127676     ,2017/10/04 13:00,39.14,,,,156.54,,,,,10/4/17 13:00,13.34
H202014127676     ,2017/10/04 13:15,39.07,,,,156.29,,,,,10/4/17 13:15,12.54
H202014127676     ,2017/10/04 13:30,38.43,,,,153.73,,,,,10/4/17 13:30,12.41
H202014127676     ,2017/10/04 13:45,38.46,,,,153.86,,,,,10/4/17 13:45,11.8
H202014127676     ,2017/10/04 14:00,38.78,,,,155.14,,,,,10/4/17 14:00,11.55
H202014127676     ,2017/10/04 14:15,38.75,,,,155.01,,,,,10/4/17 14:15,10.36
H202014127676     ,2017/10/04 14:30,39.42,,,,157.7,,,,,10/4/17 14:30,10.83
H202014127676     ,2017/10/04 14:45,40.38,,,,161.54,,,,,10/4/17 14:45,10.52
H202014127676     ,2017/10/04 15:00,39.9,,,,159.62,,,,,10/4/17 15:00,10.08
H202014127676     ,2017/10/04 15:15,39.68,,,,158.72,,,,,10/4/17 15:15,9.28
H202014127676     ,2017/10/04 15:30,39.71,,,,158.85,,,,,10/4/17 15:30,8.77
H202014127676     ,2017/10/04 15:45,39.52,,,,158.08,,,,,10/4/17 15:45,8.05
H202014127676     ,2017/10/04 16:00,39.9,,,,159.62,,,,,10/4/17 16:00,6.96
H202014127676     ,2017/10/04 16:15,40.86,,,,163.46,,,,,10/4/17 16:15,6.17
H202014127676     ,2017/10/04 16:30,39.62,,,,158.46,,,,,10/4/17 16:30,5.29
H202014127676     ,2017/10/04 16:45,39.87,,,,159.49,,,,,10/4/17 16:45,4.52
H202014127676     ,2017/10/04 17:00,39.78,,,,159.1,,,,,10/4/17 17:00,3.65
H202014127676     ,2017/10/04 17:15,39.55,,,,158.21,,,,,10/4/17 17:15,2.64
H202014127676     ,2017/10/04 17:30,39.23,,,,156.93,,,,,10/4/17 17:30,1.92
H202014127676     ,2017/10/04 17:45,39.65,,,,158.59,,,,,10/4/17 17:45,0.83
H202014127676     ,2017/10/04 18:00,39.17,,,,156.67,,,,,10/4/17 18:00,0.12
H202014127676     ,2017/10/04 18:15,39.17,,,,156.67,,,,,10/4/17 18:15,0.02
H202014127676     ,2017/10/04 18:30,39.07,,,,156.29,,,,,10/4/17 18:30,0.02
H202014127676     ,2017/10/04 18:45,39.23,,,,156.93,,,,,10/4/17 18:45,0.03
H202014127676     ,2017/10/04 19:00,39.26,,,,157.06,,,,,10/4/17 19:00,0.03
H202014127676     ,2017/10/04 19:15,38.94,,,,155.78,,,,,10/4/17 19:15,0.03
H202014127676     ,2017/10/04 19:30,39.07,,,,156.29,,,,,10/4/17 19:30,0.03
H202014127676     ,2017/10/04 19:45,38.69,,,,154.75,,,,,10/4/17 19:45,0.04
H202014127676     ,2017/10/04 20:00,38.21,,,,152.83,,,,,10/4/17 20:00,0.04
H202014127676     ,2017/10/04 20:15,38.34,,,,153.34,,,,,10/4/17 20:15,0.04
H202014127676     ,2017/10/04 20:30,38.5,,,,153.98,,,,,10/4/17 20:30,0.04
H202014127676     ,2017/10/04 20:45,38.21,,,,152.83,,,,,10/4/17 20:45,0.04
H202014127676     ,2017/10/04 21:00,38.02,,,,152.06,,,,,10/4/17 21:00,0.05
H202014127676     ,2017/10/04 21:15,37.98,,,,151.94,,,,,10/4/17 21:15,0.05
H202014127676     ,2017/10/04 21:30,38.46,,,,153.86,,,,,10/4/17 21:30,0.05
H202014127676     ,2017/10/04 21:45,38.75,,,,155.01,,,,,10/4/17 21:45,0.05
H202014127676     ,2017/10/04 22:00,38.46,,,,153.86,,,,,10/4/17 22:00,0.06
H202014127676     ,2017/10/04 22:15,38.11,,,,152.45,,,,,10/4/17 22:15,0.06
H202014127676     ,2017/10/04 22:30,38.34,,,,153.34,,,,,10/4/17 22:30,0.06
H202014127676     ,2017/10/04 22:45,38.5,,,,153.98,,,,,10/4/17 22:45,0.06
H202014127676     ,2017/10/04 23:00,38.53,,,,154.11,,,,,10/4/17 23:00,0.06
H202014127676     ,2017/10/04 23:15,38.43,,,,153.73,,,,,10/4/17 23:15,0.07
H202014127676     ,2017/10/04 23:30,37.89,,,,151.55,,,,,10/4/17 23:30,0.07
H202014127676     ,2017/10/04 23:45,37.82,,,,151.3,,,,,10/4/17 23:45,0.07
H202014127676     ,2017/10/05 0:00,37.79,,,,151.17,,,,,10/5/17 0:00,0.07
H202014127676     ,2017/10/05 0:15,37.79,,,,151.17,,,,,10/5/17 0:15,0.07
H202014127676     ,2017/10/05 0:30,37.79,,,,151.17,,,,,10/5/17 0:30,0.08
H202014127676     ,2017/10/05 0:45,37.54,,,,150.14,,,,,10/5/17 0:45,0.08
H202014127676     ,2017/10/05 1:00,37.73,,,,150.91,,,,,10/5/17 1:00,0.08
H202014127676     ,2017/10/05 1:15,38.08,,,,152.32,,,,,10/5/17 1:15,0.08
H202014127676     ,2017/10/05 1:30,37.7,,,,150.78,,,,,10/5/17 1:30,0.09
H202014127676     ,2017/10/05 1:45,37.7,,,,150.78,,,,,10/5/17 1:45,0.09
H202014127676     ,2017/10/05 2:00,37.63,,,,150.53,,,,,10/5/17 2:00,0.09
H202014127676     ,2017/10/05 2:15,37.76,,,,151.04,,,,,10/5/17 2:15,0.09
H202014127676     ,2017/10/05 2:30,37.79,,,,151.17,,,,,10/5/17 2:30,0.09
H202014127676     ,2017/10/05 2:45,37.6,,,,150.4,,,,,10/5/17 2:45,0.1
H202014127676     ,2017/10/05 3:00,37.25,,,,148.99,,,,,10/5/17 3:00,0.1
H202014127676     ,2017/10/05 3:15,37.28,,,,149.12,,,,,10/5/17 3:15,0.1
H202014127676     ,2017/10/05 3:30,37.82,,,,151.3,,,,,10/5/17 3:30,0.1
H202014127676     ,2017/10/05 3:45,37.82,,,,151.3,,,,,10/5/17 3:45,0.11
H202014127676     ,2017/10/05 4:00,37.44,,,,149.76,,,,,10/5/17 4:00,0.11
H202014127676     ,2017/10/05 4:15,37.63,,,,150.53,,,,,10/5/17 4:15,0.11
H202014127676     ,2017/10/05 4:30,37.5,,,,150.02,,,,,10/5/17 4:30,0.11
H202014127676     ,2017/10/05 4:45,37.82,,,,151.3,,,,,10/5/17 4:45,0.11
H202014127676     ,2017/10/05 5:00,38.02,,,,152.06,,,,,10/5/17 5:00,0.12
H202014127676     ,2017/10/05 5:15,38.08,,,,152.32,,,,,10/5/17 5:15,0.12
H202014127676     ,2017/10/05 5:30,37.98,,,,151.94,,,,,10/5/17 5:30,0.12
H202014127676     ,2017/10/05 5:45,38.56,,,,154.24,,,,,10/5/17 5:45,0.12
H202014127676     ,2017/10/05 6:00,38.59,,,,154.37,,,,,10/5/17 6:00,0.12
H202014127676     ,2017/10/05 6:15,42.5,,,,169.98,,,,,10/5/17 6:15,0.13
H202014127676     ,2017/10/05 6:30,44.1,,,,176.38,,,,,10/5/17 6:30,0.13
H202014127676     ,2017/10/05 6:45,39.84,,,,159.36,,,,,10/5/17 6:45,0.13
H202014127676     ,2017/10/05 7:00,39.68,,,,158.72,,,,,10/5/17 7:00,0.23
H202014127676     ,2017/10/05 7:15,43.2,,,,172.8,,,,,10/5/17 7:15,0.7
H202014127676     ,2017/10/05 7:30,38.11,,,,152.45,,,,,10/5/17 7:30,1.39
H202014127676     ,2017/10/05 7:45,36.64,,,,146.56,,,,,10/5/17 7:45,2.35
H202014127676     ,2017/10/05 8:00,36,,,,144,,,,,10/5/17 8:00,3.13
H202014127676     ,2017/10/05 8:15,35.97,,,,143.87,,,,,10/5/17 8:15,3.95
H202014127676     ,2017/10/05 8:30,37.95,,,,151.81,,,,,10/5/17 8:30,4.94
H202014127676     ,2017/10/05 8:45,37.89,,,,151.55,,,,,10/5/17 8:45,5.74
H202014127676     ,2017/10/05 9:00,37.28,,,,149.12,,,,,10/5/17 9:00,6.7
H202014127676     ,2017/10/05 9:15,37.5,,,,150.02,,,,,10/5/17 9:15,7.53
H202014127676     ,2017/10/05 9:30,37.22,,,,148.86,,,,,10/5/17 9:30,8.35
H202014127676     ,2017/10/05 9:45,36.45,,,,145.79,,,,,10/5/17 9:45,9.01
H202014127676     ,2017/10/05 10:00,35.36,,,,141.44,,,,,10/5/17 10:00,9.66
H202014127676     ,2017/10/05 10:15,34.37,,,,137.47,,,,,10/5/17 10:15,10.19
H202014127676     ,2017/10/05 10:30,34.72,,,,138.88,,,,,10/5/17 10:30,10.51
H202014127676     ,2017/10/05 10:45,34.72,,,,138.88,,,,,10/5/17 10:45,11.05
H202014127676     ,2017/10/05 11:00,35.01,,,,140.03,,,,,10/5/17 11:00,11.47
H202014127676     ,2017/10/05 11:15,35.01,,,,140.03,,,,,10/5/17 11:15,11.92
H202014127676     ,2017/10/05 11:30,35.52,,,,142.08,,,,,10/5/17 11:30,12.07
H202014127676     ,2017/10/05 11:45,35.14,,,,140.54,,,,,10/5/17 11:45,12.37
H202014127676     ,2017/10/05 12:00,34.53,,,,138.11,,,,,10/5/17 12:00,12.29
H202014127676     ,2017/10/05 12:15,34.66,,,,138.62,,,,,10/5/17 12:15,12.44
H202014127676     ,2017/10/05 12:30,34.53,,,,138.11,,,,,10/5/17 12:30,12.66
H202014127676     ,2017/10/05 12:45,34.72,,,,138.88,,,,,10/5/17 12:45,12.59
H202014127676     ,2017/10/05 13:00,34.69,,,,138.75,,,,,10/5/17 13:00,11.98
H202014127676     ,2017/10/05 13:15,34.78,,,,139.14,,,,,10/5/17 13:15,6.56
H202014127676     ,2017/10/05 13:30,34.62,,,,138.5,,,,,10/5/17 13:30,12.28
H202014127676     ,2017/10/05 13:45,36.48,,,,145.92,,,,,10/5/17 13:45,9.22
H202014127676     ,2017/10/05 14:00,35.14,,,,140.54,,,,,10/5/17 14:00,8.18
H202014127676     ,2017/10/05 14:15,36,,,,144,,,,,10/5/17 14:15,7.88
H202014127676     ,2017/10/05 14:30,36.64,,,,146.56,,,,,10/5/17 14:30,12.59
H202014127676     ,2017/10/05 14:45,35.94,,,,143.74,,,,,10/5/17 14:45,5.45
H202014127676     ,2017/10/05 15:00,35.87,,,,143.49,,,,,10/5/17 15:00,9.5
H202014127676     ,2017/10/05 15:15,35.55,,,,142.21,,,,,10/5/17 15:15,7.76
H202014127676     ,2017/10/05 15:30,35.52,,,,142.08,,,,,10/5/17 15:30,4.39
H202014127676     ,2017/10/05 15:45,35.49,,,,141.95,,,,,10/5/17 15:45,3.64
H202014127676     ,2017/10/05 16:00,36.06,,,,144.26,,,,,10/5/17 16:00,1.86
H202014127676     ,2017/10/05 16:15,36.03,,,,144.13,,,,,10/5/17 16:15,2.36
H202014127676     ,2017/10/05 16:30,36.16,,,,144.64,,,,,10/5/17 16:30,3.56
H202014127676     ,2017/10/05 16:45,36.03,,,,144.13,,,,,10/5/17 16:45,2.45
H202014127676     ,2017/10/05 17:00,36,,,,144,,,,,10/5/17 17:00,3.56
H202014127676     ,2017/10/05 17:15,35.68,,,,142.72,,,,,10/5/17 17:15,2.87
H202014127676     ,2017/10/05 17:30,35.58,,,,142.34,,,,,10/5/17 17:30,1.5
H202014127676     ,2017/10/05 17:45,35.52,,,,142.08,,,,,10/5/17 17:45,0.9
H202014127676     ,2017/10/05 18:00,35.39,,,,141.57,,,,,10/5/17 18:00,0.43
H202014127676     ,2017/10/05 18:15,34.98,,,,139.9,,,,,10/5/17 18:15,0.12
H202014127676     ,2017/10/05 18:30,35.33,,,,141.31,,,,,10/5/17 18:30,0.02
H202014127676     ,2017/10/05 18:45,35.26,,,,141.06,,,,,10/5/17 18:45,0.02
H202014127676     ,2017/10/05 19:00,35.36,,,,141.44,,,,,10/5/17 19:00,0.02
H202014127676     ,2017/10/05 19:15,35.49,,,,141.95,,,,,10/5/17 19:15,0.02
H202014127676     ,2017/10/05 19:30,35.04,,,,140.16,,,,,10/5/17 19:30,0.03
H202014127676     ,2017/10/05 19:45,34.88,,,,139.52,,,,,10/5/17 19:45,0.03
H202014127676     ,2017/10/05 20:00,34.85,,,,139.39,,,,,10/5/17 20:00,0.03
H202014127676     ,2017/10/05 20:15,34.69,,,,138.75,,,,,10/5/17 20:15,0.03
H202014127676     ,2017/10/05 20:30,35.01,,,,140.03,,,,,10/5/17 20:30,0.04
H202014127676     ,2017/10/05 20:45,34.94,,,,139.78,,,,,10/5/17 20:45,0.04
H202014127676     ,2017/10/05 21:00,34.4,,,,137.6,,,,,10/5/17 21:00,0.04
H202014127676     ,2017/10/05 21:15,34.05,,,,136.19,,,,,10/5/17 21:15,0.04
H202014127676     ,2017/10/05 21:30,34.3,,,,137.22,,,,,10/5/17 21:30,0.04
H202014127676     ,2017/10/05 21:45,34.69,,,,138.75,,,,,10/5/17 21:45,0.05
H202014127676     ,2017/10/05 22:00,34.3,,,,137.22,,,,,10/5/17 22:00,0.05
H202014127676     ,2017/10/05 22:15,34.08,,,,136.32,,,,,10/5/17 22:15,0.05
H202014127676     ,2017/10/05 22:30,34.11,,,,136.45,,,,,10/5/17 22:30,0.05
H202014127676     ,2017/10/05 22:45,34.24,,,,136.96,,,,,10/5/17 22:45,0.06
H202014127676     ,2017/10/05 23:00,34.46,,,,137.86,,,,,10/5/17 23:00,0.06
H202014127676     ,2017/10/05 23:15,34.11,,,,136.45,,,,,10/5/17 23:15,0.06
H202014127676     ,2017/10/05 23:30,34.14,,,,136.58,,,,,10/5/17 23:30,0.06
H202014127676     ,2017/10/05 23:45,34.24,,,,136.96,,,,,10/5/17 23:45,0.07
H202014127676     ,2017/10/06 0:00,34.3,,,,137.22,,,,,10/6/17 0:00,0.07
H202014127676     ,2017/10/06 0:15,34.4,,,,137.6,,,,,10/6/17 0:15,0.07
H202014127676     ,2017/10/06 0:30,34.18,,,,136.7,,,,,10/6/17 0:30,0.07
H202014127676     ,2017/10/06 0:45,34.14,,,,136.58,,,,,10/6/17 0:45,0.08
H202014127676     ,2017/10/06 1:00,33.95,,,,135.81,,,,,10/6/17 1:00,0.08
H202014127676     ,2017/10/06 1:15,33.92,,,,135.68,,,,,10/6/17 1:15,0.08
H202014127676     ,2017/10/06 1:30,33.79,,,,135.17,,,,,10/6/17 1:30,0.08
H202014127676     ,2017/10/06 1:45,34.18,,,,136.7,,,,,10/6/17 1:45,0.09
H202014127676     ,2017/10/06 2:00,33.79,,,,135.17,,,,,10/6/17 2:00,0.09
H202014127676     ,2017/10/06 2:15,33.79,,,,135.17,,,,,10/6/17 2:15,0.09
H202014127676     ,2017/10/06 2:30,34.05,,,,136.19,,,,,10/6/17 2:30,0.09
H202014127676     ,2017/10/06 2:45,34.02,,,,136.06,,,,,10/6/17 2:45,0.09
H202014127676     ,2017/10/06 3:00,33.57,,,,134.27,,,,,10/6/17 3:00,0.1
H202014127676     ,2017/10/06 3:15,33.66,,,,134.66,,,,,10/6/17 3:15,0.1
H202014127676     ,2017/10/06 3:30,34.08,,,,136.32,,,,,10/6/17 3:30,0.1
H202014127676     ,2017/10/06 3:45,34.02,,,,136.06,,,,,10/6/17 3:45,0.1
H202014127676     ,2017/10/06 4:00,33.92,,,,135.68,,,,,10/6/17 4:00,0.11
H202014127676     ,2017/10/06 4:15,34.05,,,,136.19,,,,,10/6/17 4:15,0.11
H202014127676     ,2017/10/06 4:30,34.08,,,,136.32,,,,,10/6/17 4:30,0.11
H202014127676     ,2017/10/06 4:45,33.73,,,,134.91,,,,,10/6/17 4:45,0.11
H202014127676     ,2017/10/06 5:00,33.92,,,,135.68,,,,,10/6/17 5:00,0.12
H202014127676     ,2017/10/06 5:15,33.57,,,,134.27,,,,,10/6/17 5:15,0.12
H202014127676     ,2017/10/06 5:30,33.73,,,,134.91,,,,,10/6/17 5:30,0.12
H202014127676     ,2017/10/06 5:45,34.3,,,,137.22,,,,,10/6/17 5:45,0.12
H202014127676     ,2017/10/06 6:00,34.08,,,,136.32,,,,,10/6/17 6:00,0.13
H202014127676     ,2017/10/06 6:15,38.98,,,,155.9,,,,,10/6/17 6:15,0.13
H202014127676     ,2017/10/06 6:30,40.61,,,,162.43,,,,,10/6/17 6:30,0.13
H202014127676     ,2017/10/06 6:45,36,,,,144,,,,,10/6/17 6:45,0.13
H202014127676     ,2017/10/06 7:00,37.31,,,,149.25,,,,,10/6/17 7:00,0.24
H202014127676     ,2017/10/06 7:15,38.24,,,,152.96,,,,,10/6/17 7:15,0.37
H202014127676     ,2017/10/06 7:30,35.65,,,,142.59,,,,,10/6/17 7:30,0.54
H202014127676     ,2017/10/06 7:45,34.21,,,,136.83,,,,,10/6/17 7:45,1.02
H202014127676     ,2017/10/06 8:00,35.39,,,,141.57,,,,,10/6/17 8:00,1.42
H202014127676     ,2017/10/06 8:15,35.97,,,,143.87,,,,,10/6/17 8:15,2.38
H202014127676     ,2017/10/06 8:30,36.77,,,,147.07,,,,,10/6/17 8:30,3.63
H202014127676     ,2017/10/06 8:45,34.72,,,,138.88,,,,,10/6/17 8:45,5.14
H202014127676     ,2017/10/06 9:00,33.98,,,,135.94,,,,,10/6/17 9:00,5.91
H202014127676     ,2017/10/06 9:15,33.79,,,,135.17,,,,,10/6/17 9:15,6.78
H202014127676     ,2017/10/06 9:30,33.34,,,,133.38,,,,,10/6/17 9:30,8.28
H202014127676     ,2017/10/06 9:45,33.18,,,,132.74,,,,,10/6/17 9:45,9.1
H202014127676     ,2017/10/06 10:00,33.73,,,,134.91,,,,,10/6/17 10:00,9.29
H202014127676     ,2017/10/06 10:15,33.38,,,,133.5,,,,,10/6/17 10:15,10.19
H202014127676     ,2017/10/06 10:30,33.41,,,,133.63,,,,,10/6/17 10:30,10.74
H202014127676     ,2017/10/06 10:45,34.3,,,,137.22,,,,,10/6/17 10:45,11.14
H202014127676     ,2017/10/06 11:00,34.4,,,,137.6,,,,,10/6/17 11:00,11.59
H202014127676     ,2017/10/06 11:15,34.59,,,,138.37,,,,,10/6/17 11:15,11.93
H202014127676     ,2017/10/06 11:30,36.35,,,,145.41,,,,,10/6/17 11:30,12.21
H202014127676     ,2017/10/06 11:45,35.39,,,,141.57,,,,,10/6/17 11:45,13.18
H202014127676     ,2017/10/06 12:00,35.3,,,,141.18,,,,,10/6/17 12:00,13.4
H202014127676     ,2017/10/06 12:15,35.17,,,,140.67,,,,,10/6/17 12:15,6.75
H202014127676     ,2017/10/06 12:30,35.58,,,,142.34,,,,,10/6/17 12:30,12.91
H202014127676     ,2017/10/06 12:45,32.35,,,,129.41,,,,,10/6/17 12:45,12.83
H202014127676     ,2017/10/06 13:00,25.6,,,,102.4,,,,,10/6/17 13:00,12.77
H202014127676     ,2017/10/06 13:15,34.91,,,,139.65,,,,,10/6/17 13:15,12.68
H202014127676     ,2017/10/06 13:30,35.58,,,,142.34,,,,,10/6/17 13:30,11.81
H202014127676     ,2017/10/06 13:45,35.2,,,,140.8,,,,,10/6/17 13:45,12.08
H202014127676     ,2017/10/06 14:00,35.39,,,,141.57,,,,,10/6/17 14:00,9.88
H202014127676     ,2017/10/06 14:15,35.52,,,,142.08,,,,,10/6/17 14:15,11.69
H202014127676     ,2017/10/06 14:30,35.01,,,,140.03,,,,,10/6/17 14:30,11.66
H202014127676     ,2017/10/06 14:45,36.45,,,,145.79,,,,,10/6/17 14:45,10.96
H202014127676     ,2017/10/06 15:00,36.42,,,,145.66,,,,,10/6/17 15:00,9.84
H202014127676     ,2017/10/06 15:15,36.26,,,,145.02,,,,,10/6/17 15:15,8.82
H202014127676     ,2017/10/06 15:30,36.61,,,,146.43,,,,,10/6/17 15:30,8.03
H202014127676     ,2017/10/06 15:45,36.51,,,,146.05,,,,,10/6/17 15:45,5.3
H202014127676     ,2017/10/06 16:00,36.48,,,,145.92,,,,,10/6/17 16:00,3.89
H202014127676     ,2017/10/06 16:15,36.38,,,,145.54,,,,,10/6/17 16:15,7.04
H202014127676     ,2017/10/06 16:30,36.51,,,,146.05,,,,,10/6/17 16:30,3.15
H202014127676     ,2017/10/06 16:45,36.26,,,,145.02,,,,,10/6/17 16:45,3.2
H202014127676     ,2017/10/06 17:00,36.42,,,,145.66,,,,,10/6/17 17:00,3.98
H202014127676     ,2017/10/06 17:15,35.68,,,,142.72,,,,,10/6/17 17:15,2.32
H202014127676     ,2017/10/06 17:30,35.62,,,,142.46,,,,,10/6/17 17:30,1.2
H202014127676     ,2017/10/06 17:45,35.23,,,,140.93,,,,,10/6/17 17:45,0.48
H202014127676     ,2017/10/06 18:00,35.39,,,,141.57,,,,,10/6/17 18:00,0.25
H202014127676     ,2017/10/06 18:15,35.17,,,,140.67,,,,,10/6/17 18:15,0.04
H202014127676     ,2017/10/06 18:30,35.62,,,,142.46,,,,,10/6/17 18:30,0.02
H202014127676     ,2017/10/06 18:45,35.04,,,,140.16,,,,,10/6/17 18:45,0.02
H202014127676     ,2017/10/06 19:00,34.91,,,,139.65,,,,,10/6/17 19:00,0.02
H202014127676     ,2017/10/06 19:15,34.69,,,,138.75,,,,,10/6/17 19:15,0.02
H202014127676     ,2017/10/06 19:30,34.53,,,,138.11,,,,,10/6/17 19:30,0.02
H202014127676     ,2017/10/06 19:45,34.91,,,,139.65,,,,,10/6/17 19:45,0.02
H202014127676     ,2017/10/06 20:00,34.75,,,,139.01,,,,,10/6/17 20:00,0.02
H202014127676     ,2017/10/06 20:15,34.82,,,,139.26,,,,,10/6/17 20:15,0.02
H202014127676     ,2017/10/06 20:30,34.56,,,,138.24,,,,,10/6/17 20:30,0.03
H202014127676     ,2017/10/06 20:45,34.82,,,,139.26,,,,,10/6/17 20:45,0.03
H202014127676     ,2017/10/06 21:00,34.78,,,,139.14,,,,,10/6/17 21:00,0.03
H202014127676     ,2017/10/06 21:15,34.53,,,,138.11,,,,,10/6/17 21:15,0.03
H202014127676     ,2017/10/06 21:30,34.88,,,,139.52,,,,,10/6/17 21:30,0.03
H202014127676     ,2017/10/06 21:45,34.82,,,,139.26,,,,,10/6/17 21:45,0.03
H202014127676     ,2017/10/06 22:00,35.36,,,,141.44,,,,,10/6/17 22:00,0.03
H202014127676     ,2017/10/06 22:15,35.26,,,,141.06,,,,,10/6/17 22:15,0.03
H202014127676     ,2017/10/06 22:30,35.26,,,,141.06,,,,,10/6/17 22:30,0.04
H202014127676     ,2017/10/06 22:45,35.23,,,,140.93,,,,,10/6/17 22:45,0.04
H202014127676     ,2017/10/06 23:00,35.04,,,,140.16,,,,,10/6/17 23:00,0.04
H202014127676     ,2017/10/06 23:15,35.1,,,,140.42,,,,,10/6/17 23:15,0.04
H202014127676     ,2017/10/06 23:30,34.82,,,,139.26,,,,,10/6/17 23:30,0.04
H202014127676     ,2017/10/06 23:45,34.37,,,,137.47,,,,,10/6/17 23:45,0.04
H202014127676     ,2017/10/07 0:00,34.46,,,,137.86,,,,,10/7/17 0:00,0.04
